"","site","date","tree.number","tree.ID","tree.type","tree.species","tree.latin","genus","tree.size","sapsucker.holes","notes"
"218","BM","1/31/2015",13,"Bellegrove.Medical.13","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"219","BM","1/31/2015",14,"Bellegrove.Medical.14","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"220","BM","1/31/2015",15,"Bellegrove.Medical.15","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"221","BM","1/31/2015",16,"Bellegrove.Medical.16","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"222","BM","1/31/2015",17,"Bellegrove.Medical.17","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"223","BM","1/31/2015",18,"Bellegrove.Medical.18","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"224","BM","1/31/2015",19,"Bellegrove.Medical.19","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"225","BM","1/31/2015",20,"Bellegrove.Medical.20","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"226","BM","1/31/2015",21,"Bellegrove.Medical.21","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"227","BM","1/31/2015",22,"Bellegrove.Medical.22","broadleaf","paper.birch","betula.papyrifera","betula.sp","M","none",""
"228","BM","1/31/2015",23,"Bellegrove.Medical.23","broadleaf","paper.birch","betula.papyrifera","betula.sp","M","few",""
"229","BM","1/31/2015",24,"Bellegrove.Medical.24","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"230","BM","1/31/2015",25,"Bellegrove.Medical.25","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"231","BM","1/31/2015",26,"Bellegrove.Medical.26","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"232","BM","1/31/2015",27,"Bellegrove.Medical.27","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"233","BM","1/31/2015",28,"Bellegrove.Medical.28","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"234","BM","1/31/2015",29,"Bellegrove.Medical.29","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"235","BM","1/31/2015",30,"Bellegrove.Medical.30","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"236","BM","1/31/2015",31,"Bellegrove.Medical.31","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"237","BM","1/31/2015",32,"Bellegrove.Medical.32","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","few",""
"238","BM","1/31/2015",33,"Bellegrove.Medical.33","broadleaf","prunus.sp","prunus.sp","prunus.sp","M","none",""
"239","BM","1/31/2015",34,"Bellegrove.Medical.34","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"240","BM","1/31/2015",35,"Bellegrove.Medical.35","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"241","BM","1/31/2015",36,"Bellegrove.Medical.36","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"242","BM","1/31/2015",37,"Bellegrove.Medical.37","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"243","BM","1/31/2015",39,"Bellegrove.Medical.39","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"244","BM","1/31/2015",40,"Bellegrove.Medical.40","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"245","BM","1/31/2015",41,"Bellegrove.Medical.41","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","dead ivy"
"246","BM","1/31/2015",42,"Bellegrove.Medical.42","conifer","western.red.cedar","thuja.plicata","thuja.sp","M","none","maybe? Dead ivy"
"247","BM","1/31/2015",43,"Bellegrove.Medical.43","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","dead ivy"
"248","BM","1/31/2015",44,"Bellegrove.Medical.44","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"249","BM","1/31/2015",45,"Bellegrove.Medical.45","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"250","BM","1/31/2015",46,"Bellegrove.Medical.46","conifer","alaska.cedar","chamaecyparis.nootkatensis","chamaecyparis.sp","M","none","not WRC; fragrant cedar"
"251","BM","1/31/2015",47,"Bellegrove.Medical.47","conifer","black.pine","pinus.nigra","pinus.sp","M","few",""
"252","BM","1/31/2015",48,"Bellegrove.Medical.48","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"253","BM","1/31/2015",49,"Bellegrove.Medical.49","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"254","BM","1/31/2015",50,"Bellegrove.Medical.50","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"255","BM","1/31/2015",51,"Bellegrove.Medical.51","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"256","BM","1/31/2015",52,"Bellegrove.Medical.52","broadleaf","honey.locust","gleditsia.triacanthos","gleditsia.sp","S","none",""
"257","BM","1/31/2015",53,"Bellegrove.Medical.53","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none",""
"258","BM","1/31/2015",54,"Bellegrove.Medical.54","broadleaf","red.alder","alnus.rubra","alnus.sp","M","none",""
"259","BM","1/31/2015",55,"Bellegrove.Medical.55","broadleaf","big.leaf.maple","acer.macrophyllum","acer.sp","M","none","ivy"
"260","BM","1/31/2015",56,"Bellegrove.Medical.56","broadleaf","southern.magnolia","magnolia.grandiflora","magnolia.sp","M","none",""
"261","BM","1/31/2015",57,"Bellegrove.Medical.57","broadleaf","southern.magnolia","magnolia.grandiflora","magnolia.sp","M","none",""
"262","BM","1/31/2015",59,"Bellegrove.Medical.59","broadleaf","pacific.madrone","arbutus.menziesii","arbutus.sp","S","none",""
"263","BM","1/31/2015",60,"Bellegrove.Medical.60","conifer","western.red.cedar","thuja.plicata","thuja.sp","L","many",""
"264","BM","1/31/2015",61,"Bellegrove.Medical.61","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"265","BM","1/31/2015",62,"Bellegrove.Medical.62","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"266","BM","1/31/2015",63,"Bellegrove.Medical.63","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"267","BM","1/31/2015",64,"Bellegrove.Medical.64","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","but has a big hole in it"
"268","CO","1/16/2015",2,"Continental.2","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"269","CO","1/16/2015",3,"Continental.3","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"270","CO","1/16/2015",4,"Continental.4","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"271","CO","1/16/2015",5,"Continental.5","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"272","CO","1/16/2015",6,"Continental.6","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"273","CO","1/16/2015",7,"Continental.7","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"274","CO","1/16/2015",8,"Continental.8","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"275","CO","1/16/2015",9,"Continental.9","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"276","CO","1/16/2015",10,"Continental.10","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"277","CO","1/16/2015",11,"Continental.11","broadleaf","prunus.sp","prunus.sp","prunus.sp","L","none",""
"278","DE","2/10/2015",1,"Department.of.Ecology.1","broadleaf","sycamore","platanus.occidentalis","platanus.sp","S","none",""
"279","DE","2/10/2015",3,"Department.of.Ecology.3","broadleaf","malus.sp","malus.sp","malus.sp","S","none",""
"280","DE","2/10/2015",4,"Department.of.Ecology.4","broadleaf","red.maple","acer.rubrum","acer.sp","S","none","may have one very old"
"281","DE","2/10/2015",55,"Department.of.Ecology.55","broadleaf","black.cottonwood","populus.trichocarpa","populus.sp","L","none","same as 53--note said alder before??"
"282","DE","2/10/2015",8,"Department.of.Ecology.8","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none",""
"283","DE","2/10/2015",9,"Department.of.Ecology.9","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none",""
"284","DE","2/10/2015",10,"Department.of.Ecology.10","broadleaf","malus.sp","malus.sp","malus.sp","S","few",""
"285","DE","2/10/2015",11,"Department.of.Ecology.11","broadleaf","norway.maple","acer.platanoides","acer.sp","S","med",""
"286","DE","2/10/2015",12,"Department.of.Ecology.12","broadleaf","norway.maple","acer.platanoides","acer.sp","S","few",""
"287","DE","2/10/2015",13,"Department.of.Ecology.13","broadleaf","norway.maple","acer.platanoides","acer.sp","S","few",""
"288","DE","2/10/2015",14,"Department.of.Ecology.14","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"289","DE","2/10/2015",15,"Department.of.Ecology.15","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"290","DE","2/10/2015",16,"Department.of.Ecology.16","broadleaf","malus.sp","malus.sp","malus.sp","S","none",""
"291","DE","2/10/2015",17,"Department.of.Ecology.17","broadleaf","malus.sp","malus.sp","malus.sp","S","med",""
"292","DE","2/10/2015",18,"Department.of.Ecology.18","broadleaf","silver.birch","betula.pendula","betula.sp","M","many","I think based on bark on trunk, catkin, leaf; also called european white birch"
"293","DE","2/10/2015",19,"Department.of.Ecology.19","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none","may have one very old"
"294","DE","2/10/2015",20,"Department.of.Ecology.20","broadleaf","norway.maple","acer.platanoides","acer.sp","S","few",""
"295","DE","2/10/2015",21,"Department.of.Ecology.21","broadleaf","paper.birch","betula.papyrifera","betula.sp","M","none",""
"296","DE","2/10/2015",22,"Department.of.Ecology.22","broadleaf","norway.maple","acer.platanoides","acer.sp","S","few",""
"297","DE","2/10/2015",23,"Department.of.Ecology.23","broadleaf","paper.birch","betula.papyrifera","betula.sp","M","none",""
"298","DE","2/10/2015",24,"Department.of.Ecology.24","broadleaf","prunus.sp","prunus.sp","prunus.sp","S","none","some ivy"
"299","DE","2/10/2015",25,"Department.of.Ecology.25","conifer","scots.pine","pinus.sylvestris","pinus.sp","M","many",""
"300","DE","2/10/2015",26,"Department.of.Ecology.26","broadleaf","red.maple","acer.rubrum","acer.sp","M","few",""
"301","DE","2/10/2015",27,"Department.of.Ecology.27","broadleaf","red.maple","acer.rubrum","acer.sp","S","none",""
"302","DE","2/10/2015",28,"Department.of.Ecology.28","broadleaf","norway.maple","acer.platanoides","acer.sp","S","few",""
"303","DE","2/10/2015",29,"Department.of.Ecology.29","conifer","scots.pine","pinus.sylvestris","pinus.sp","M","many",""
"304","DE","2/10/2015",30,"Department.of.Ecology.30","conifer","scots.pine","pinus.sylvestris","pinus.sp","M","many",""
"305","DE","2/10/2015",31,"Department.of.Ecology.31","broadleaf","norway.maple","acer.platanoides","acer.sp","S","few","old"
"306","DE","2/10/2015",32,"Department.of.Ecology.32","broadleaf","norway.maple","acer.platanoides","acer.sp","S","few",""
"307","DE","2/10/2015",33,"Department.of.Ecology.33","broadleaf","norway.maple","acer.platanoides","acer.sp","M","many",""
"308","DE","2/10/2015",34,"Department.of.Ecology.34","broadleaf","norway.maple","acer.platanoides","acer.sp","S","med",""
"309","DE","2/10/2015",35,"Department.of.Ecology.35","conifer","scots.pine","pinus.sylvestris","pinus.sp","M","none",""
"310","DE","2/10/2015",36,"Department.of.Ecology.36","broadleaf","norway.maple","acer.platanoides","acer.sp","S","none",""
"311","DE","2/10/2015",37,"Department.of.Ecology.37","conifer","scots.pine","pinus.sylvestris","pinus.sp","M","few",""
"312","DE","2/10/2015",38,"Department.of.Ecology.38","conifer","scots.pine","pinus.sylvestris","pinus.sp","M","many",""
"313","DE","2/10/2015",39,"Department.of.Ecology.39","conifer","scots.pine","pinus.sylvestris","pinus.sp","S","med",""
"314","DE","2/10/2015",40,"Department.of.Ecology.40","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"315","DE","2/10/2015",41,"Department.of.Ecology.41","broadleaf","honey.locust","gleditsia.triacanthos","gleditsia.sp","M","none",""
"316","DE","2/10/2015",42,"Department.of.Ecology.42","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"317","DE","2/10/2015",43,"Department.of.Ecology.43","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"318","DE","2/10/2015",44,"Department.of.Ecology.44","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"319","DE","2/10/2015",45,"Department.of.Ecology.45","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"320","DE","2/10/2015",46,"Department.of.Ecology.46","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","S","none",""
"321","DE","2/10/2015",47,"Department.of.Ecology.47","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"322","DE","2/10/2015",48,"Department.of.Ecology.48","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","none",""
"323","DE","2/10/2015",49,"Department.of.Ecology.49","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"324","DE","2/10/2015",50,"Department.of.Ecology.50","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none",""
"325","DE","2/10/2015",51,"Department.of.Ecology.51","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"326","DE","2/10/2015",52,"Department.of.Ecology.52","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"327","DE","2/10/2015",53,"Department.of.Ecology.53","broadleaf","black.cottonwood","populus.trichocarpa","populus.sp","L","few","maybe"
"328","DE","2/10/2015",54,"Department.of.Ecology.54","broadleaf","black.cottonwood","populus.trichocarpa","populus.sp","S","none","some ivy"
"329","DE","2/10/2015",56,"Department.of.Ecology.56","broadleaf","black.cottonwood","populus.trichocarpa","populus.sp","L","none","same as 53"
"330","DE","2/10/2015",57,"Department.of.Ecology.57","broadleaf","honey.locust","gleditsia.triacanthos","gleditsia.sp","M","unknown","too much ivy"
"331","DE","2/10/2015",58,"Department.of.Ecology.58","broadleaf","norway.maple","acer.platanoides","acer.sp","M","few","maybe?"
"332","DE","2/10/2015",59,"Department.of.Ecology.59","broadleaf","norway.maple","acer.platanoides","acer.sp","M","none","ivy"
"333","DE","2/10/2015",60,"Department.of.Ecology.60","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","ivy"
"334","DE","2/10/2015",61,"Department.of.Ecology.61","broadleaf","norway.maple","acer.platanoides","acer.sp","M","none","ivy"
"335","DE","2/10/2015",63,"Department.of.Ecology.63","broadleaf","honey.locust","gleditsia.triacanthos","gleditsia.sp","M","unknown","ivy"
"336","DE","2/10/2015",64,"Department.of.Ecology.64","broadleaf","honey.locust","gleditsia.triacanthos","gleditsia.sp","S","none",""
"337","DE","2/10/2015",65,"Department.of.Ecology.65","broadleaf","honey.locust","gleditsia.triacanthos","gleditsia.sp","S","unknown","ivy"
"338","DE","2/10/2015",66,"Department.of.Ecology.66","conifer","western.red.cedar","thuja.plicata","thuja.sp","S","unknown","ivy"
"339","DE","2/10/2015",67,"Department.of.Ecology.67","broadleaf","honey.locust","gleditsia.triacanthos","gleditsia.sp","M","unknown","ivy"
"340","DE","2/10/2015",68,"Department.of.Ecology.68","broadleaf","red.maple","acer.rubrum","acer.sp","M","none",""
"341","DE","2/10/2015",69,"Department.of.Ecology.69","broadleaf","honey.locust","gleditsia.triacanthos","gleditsia.sp","S","none",""
"342","DE","2/10/2015",70,"Department.of.Ecology.70","broadleaf","honey.locust","gleditsia.triacanthos","gleditsia.sp","S","none","same as 64"
"343","DE","2/10/2015",71,"Department.of.Ecology.71","broadleaf","red.oak","quercus.rubra","quercus.sp","L","none",""
"344","DE","2/10/2015",72,"Department.of.Ecology.72","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","ivy"
"345","DE","2/10/2015",73,"Department.of.Ecology.73","broadleaf","red.maple","acer.rubrum","acer.sp","M","few","one"
"346","DE","2/10/2015",74,"Department.of.Ecology.74","broadleaf","norway.maple","acer.platanoides","acer.sp","M","few",""
"347","DE","2/10/2015",75,"Department.of.Ecology.75","broadleaf","norway.maple","acer.platanoides","acer.sp","M","med",""
"348","DE","2/10/2015",76,"Department.of.Ecology.76","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","M","none","ivy"
"349","DE","2/10/2015",77,"Department.of.Ecology.77","broadleaf","red.maple","acer.rubrum","acer.sp","S","none",""
"350","DE","2/10/2015",78,"Department.of.Ecology.78","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"351","DE","2/10/2015",79,"Department.of.Ecology.79","broadleaf","red.maple","acer.rubrum","acer.sp","L","none","ivy"
"352","DE","2/10/2015",80,"Department.of.Ecology.80","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none","woodpecker damage"
"353","DE","2/10/2015",81,"Department.of.Ecology.81","broadleaf","red.oak","quercus.rubra","quercus.sp","L","few",""
"354","DE","2/10/2015",82,"Department.of.Ecology.82","broadleaf","norway.maple","acer.platanoides","acer.sp","M","none","dark leaf cultivar"
"355","DE","2/10/2015",83,"Department.of.Ecology.83","broadleaf","sugar.maple","acer.saccharum","acer.sp","M","med",""
"356","DE","2/10/2015",84,"Department.of.Ecology.84","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","few",""
"357","DE","2/10/2015",85,"Department.of.Ecology.85","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"358","DE","2/10/2015",86,"Department.of.Ecology.86","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"359","DE","2/10/2015",87,"Department.of.Ecology.87","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"360","DE","2/10/2015",88,"Department.of.Ecology.88","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"361","DE","2/10/2015",89,"Department.of.Ecology.89","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"362","DE","2/10/2015",90,"Department.of.Ecology.90","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","none",""
"363","DE","2/10/2015",91,"Department.of.Ecology.91","conifer","douglas.fir","pseudotsuga.menziesii","pseudotsuga.sp","L","few",""
